title	doi	pagerank
Consensus for prevention and management of coronavirus disease 2019 (COVID-19) for neurologists	10.1136/svn-2020-000382	0.000428137
Nosocomial Epidemiology in Patients with Hematological Disorders	10.1371/journal.pone.0148258	0.000418638
Diagnostics of Dairy and Beef Cattle Diarrhea	10.1016/j.cvfa.2012.07.002	0.000415727
Porcine epidemic diarrhea virus: An overview of current virological and serological diagnostic methods	10.1016/j.virusres.2016.05.013	0.000415727
Epidemic and Emerging Coronaviruses (Severe Acute Respiratory Syndrome and Middle East Respiratory Syndrome)	10.1016/j.ccm.2016.11.007	0.000414908
"Title: A descriptive study of the impact of diseases control and prevention on the epidemics 1 dynamics and clinical features of SARS-CoV-2 outbreak in Shanghai, lessons learned for"	10.1101/2020.02.19.20025031	0.000411295
Title: COVID-19 transmission in Mainland China is associated with temperature and humidity: a time-series analysis	10.1101/2020.03.30.20044099	0.000406649
Potential role of ACE2 in coronavirus disease 2019 (COVID-19) prevention and management	10.2478/jtim-2020-0003	0.000404801
R E V I E W Rethinking the role of hydroxychloroquine in the treatment of COVID-19	10.1096/fj.202000919	0.000404559
Journal Pre-proof Transmission of COVID-19 virus by droplets and aerosols: A critical review on the unresolved dichotomy Transmission of COVID-19 virus by droplets and aerosols: A critical review on the unresolved dichotomy	10.1016/j.envres.2020.109819	0.000403007
A Unique Protease Cleavage Site Predicted in the Spike Protein of the Novel Pneumonia Coronavirus (2019-nCoV) Potentially Related to Viral Transmissibility	10.1007/s12250-020-00212-7	0.000399303
nan	10.1016/j.sapharm.2020.02.003	0.000397113
SARS-CoV-2 infection presenting as a febrile rash Funding source	10.1111/jdv.16528	0.000397113
Clinical characteristics and durations of hospitalized patients with COVID-19 in Beijing: a retrospective cohort study	10.1101/2020.03.13.20035436	0.00039664
The clinical feature of silent infections of novel coronavirus infection (COVID-19) in Wenzhou	10.1002/jmv.25861	0.000395659
"Journal Pre-proof Correlation between weather and Covid-19 pandemic in Jakarta, Indonesia Correlation Between Weather and Covid-19 Pandemic in Jakarta, Indonesia"	10.1016/j.scitotenv.2020.138436	0.000392651
Der Anaesthesist	10.1007/s00101-020-00760-3	0.000392149
Early View Review Current Status of Cell-Based Therapies for Respiratory Virus Infections: Applicability to COVID-19 Title: Current Status of Cell-Based Therapies for Respiratory Virus Infections: Applicability to COVID-19	10.1183/13993003.00858-2020	0.000387467
AI-Driven Tools for Coronavirus Outbreak: Need of Active Learning and Cross-Population Train/Test Models on Multitudinal/Multimodal Data	10.1007/s10916-020-01562-1	0.000385224
Ferret models of viral pathogenesis	10.1016/j.virol.2015.03.017	0.000381601
royalsocietypublishing.org/journal/rspa Research A modelling framework to assess the likely effectiveness of facemasks in combination with 'lock-down' in managing the COVID-19 pandemic	10.1098/rspa.2020.0376	0.000380981
Identify-Isolate-Inform: A Tool for Initial Detection and Management of Measles Patients in the Emergency Department	10.5811/westjem.2015.3.25678	0.000376463
An immunosuppressed Syrian golden hamster model for SARS-CoV infection	10.1016/j.virol.2008.07.026	0.000375396
"Predicting turning point, duration and attack rate of COVID-19 outbreaks in major Western countries Journal Pre-proof Predicting turning point, duration and attack rate of COVID-19 outbreaks in major Western countries"	10.1016/j.chaos.2020.109829	0.000373342
Chinese and Italian COVID-19 outbreaks can be correctly described by a modified SIRD model	10.1101/2020.03.19.20039388	0.000372294
Review of the Literature and Proposed Guidelines for the Use of Oral Ribavirin as Postexposure Prophylaxis for Lassa Fever	10.1086/657315	0.000372294
Modeling Control Strategies of Respiratory Pathogens	10.3201/eid1108.040449	0.00036733
Children are unlikely to have been the primary source of household SARS-CoV-2 infections	10.1101/2020.03.26.20044826	0.000364893
E Special article COVID-19: Role of Ambulatory Surgery Facilities in This Global Pandemic aNeStHeSia & aNalGeSia COVID-19 and Ambulatory Surgery Facilities XXX XXX • Volume XXX • Number XXX	10.1213/ane.0000000000004847	0.000364684
Clinical Pharmacology Perspectives on the Antiviral Activity of Azithromycin and Use in COVID-19	10.1002/cpt.1857	0.000362987
nan	10.1002/ajp.20565	0.000359885
"Avian influenza virus, Streptococcus suis serotype 2, severe acute respiratory syndrome-coronavirus and beyond: molecular epidemiology, ecology and the situation in China"	10.1098/rstb.2009.0093	0.000359885
Coronavirus Disease 2019 (COVID-19) in Children -What We Know So Far and What We Do Not	10.1007/s13312-020-1819-5	0.000358032
"Family Cluster of Middle East Respiratory Syndrome Coronavirus Infections, Tunisia, 2013 Health Organization Global Outbreak Alert and Response Network Middle East Respiratory Syndrome Coronavirus International Investigation Team 1"	10.3201/eid2009.140378	0.000357971
The potential effects of widespread community transmission of SARS- CoV-2 infection in the World Health Organization African Region: a predictive model Original research Handling editor Seye Abimbola	10.1136/bmjgh-2020-002647	0.000354714
Forty-Five Years of Marburg Virus Research	10.3390/v4101878	0.00035368
Translation: Diagnosis and Treatment Protocol for Novel Coronavirus Pneumonia (Trial Version 7)	10.1097/im9.0000000000000022	0.00035368
MATHEMATICAL A Discrete Epidemic Model for SARS Transmission and Control in China	10.1016/j.mcm.2005.01.007	0.000349957
"Estimating the generation interval for coronavirus disease (COVID-19) based on symptom onset data, March 2020"	10.2807/1560-7917.es.2020.25.17.2000257	0.000349105
nan	10.1097/inf.0000000000002660	0.000348184
KEYWORDS Pregnancy Pneumonia Cesarean section Aspiration	10.1016/j.ccm.2010.10.004	0.000344917
COVID-19 virus outbreak forecasting of registered and recovered cases after sixty day lockdown in Italy: A data driven model approach KEYWORDS-NC-ND license (http://creativecommons.org/licenses/by- nc-nd/4.0/)	10.1016/j.jmii.2020.04.004	0.000343486
nan	10.3201/eid2310.161986	0.00034127
Performance Characteristics of Four High-Throughput Immunoassays for Detection of IgG Antibodies against SARS-CoV-2	10.1128/jcm.01243-20	0.00034127
Biological and pathological consequences of feline infectious peritonitis virus infection in the cheetah Brief Review	10.1007/bf01310822	0.00034127
The common cold: a review of the literature	10.1016/j.ejim.2004.01.006	0.00034127
Journal Pre-proof Delivery of infection from asymptomatic carriers of COVID-19 in a familial cluster Delivery of infection from asymptomatic carriers of COVID-19 in a familial cluster	10.1016/j.ijid.2020.03.042	0.000340852
"The First 75 Days of Novel Coronavirus (SARS-CoV-2) Outbreak: Recent Advances, Prevention, and Treatment"	10.3390/ijerph17072323	0.000338397
"Community responses during the early phase of the COVID-19 epidemic in Hong Kong: risk 1 perception, information exposure and preventive measures 2 3 Background: Community responses are important for outbreak management during the early phase"	10.1101/2020.02.26.20028217	0.000335066
Household Secondary Attack Rate of COVID-19 and Associated Determinants	10.1101/2020.04.11.20056010	0.000331984
Outbreak dynamics of COVID-19 in China and the United States	10.1101/2020.04.06.20055863	0.000330468
Extrapulmonary manifestations of COVID-19: Radiologic and clinical overview	10.1016/j.clinimag.2020.05.013	0.000330102
Potential Fecal Transmission of SARS-CoV-2: Current Evidence and Implications for Public Health	10.1016/j.ijid.2020.04.057	0.000329862
TRANSFUSION MEDICINE REVIEWS PANDEMIC INFLUENZA AND THE BLOOD SUPPLY 183	10.1016/j.tmrv.2006.03.001	0.000329586
Guillain-Barré syndrome presenting with COVID-19 infection New disease	10.1136/bcr-2020-236978	0.000327887
"Inflammatory Bowel Disease Care in the COVID-19 Pandemic Era: The Humanitas, Milan, Experience"	10.1093/ecco-jcc/jjaa058	0.000326913
"SARS-associated Coronavirus Transmission, United States"	10.3201/eid1002.030734	0.000326846
Managing COVID-19 in Renal Transplant Recipients: A Review of Recent Literature and Case Supporting Corticosteroid-sparing Immunosuppression	10.1002/phar.2410	0.000322656
A Porcine Epidemic Diarrhea Virus Outbreak in One Geographic Region of the United States: Descriptive Epidemiology and Investigation of the Possibility of Airborne Virus Spread	10.1371/journal.pone.0144818	0.000322656
Frequently asked questions regarding SARS-CoV-2 in cancer patients-recommendations for clinicians caring for patients with malignant diseases	10.1038/s41375-020-0832-y	0.000322656
Clustering model for transmission of the SARS virus: application to epidemic control and risk assessment	10.1016/j.physa.2005.01.009	0.000321644
nan	10.3892/ijmm.2020.4555	0.000320795
Remdesivir potently inhibits SARS-CoV-2 in human lung cells and chimeric SARS-CoV expressing the SARS-CoV-2 RNA polymerase in mice	10.1101/2020.04.27.064279	0.000320709
International Journal of Hygiene and Environmental Health Estimation of the time-varying reproduction number of COVID-19 outbreak in China	10.1016/j.ijheh.2020.113555	0.000320215
CT features of SARS-CoV-2 pneumonia according to clinical presentation: a retrospective analysis of 120 consecutive patients from Wuhan city	10.1007/s00330-020-06854-1	0.000316451
Aerosol-generating otolaryngology procedures and the need for enhanced PPE during the COVID-19 pandemic: a literature review	10.1186/s40463-020-00424-7	0.000315853
"The emergence of SARS, MERS and novel SARS-2 coronaviruses in the 21st century"	10.1007/s00705-020-04628-0	0.00031459
The mixed trunsored model with applications to SARS	10.1016/j.matcom.2006.06.031	0.000314462
Neuraxial labor analgesia in an obese parturient with influenza A H1N1	10.1016/j.ijoa.2009.09.007	0.000314462
Journal Pre-proof Pediatric laryngoscopy and bronchoscopy during the COVID-19 pandemic: A four- center collaborative protocol to improve safety with perioperative management strategies and creation of a surgical tent with disposable drapes Title: Pediatric laryngoscopy and bronchoscopy during the COVID-19 pandemic: A four-center collaborative protocol to improve safety with perioperative management strategies and creation of a surgical tent with disposable drapes	10.1016/j.ijporl.2020.110059	0.000313991
Asymptomatic Middle East Respiratory Syndrome Coronavirus (MERS-CoV) infection: Extent and implications for infection control: A systematic review	10.1016/j.tmaid.2018.12.003	0.000310393
Impacts of social and economic factors on the transmission of coronavirus disease 2019 (COVID-19) in China	10.1007/s00148-020-00778-2	0.000310291
"Orthopaedic forum Survey of COVID-19 Disease Among Orthopaedic Surgeons in Wuhan, People's Republic of China"	10.2106/jbjs.20.00417	0.000309006
Containing the accidental laboratory escape of potential pandemic influenza viruses	10.1186/1741-7015-11-252	0.000304042
Pathogenesis of Lassa Fever	10.3390/v4102031	0.000303431
The hallmarks of COVID-19 disease	10.1371/journal.ppat.1008536	0.000302253
nan	10.1136/bmj.m2743	0.00030094
Epidemiological parameters of coronavirus disease 2019: a pooled analysis of publicly reported individual data of 1155 cases from seven countries Summary Background	10.1101/2020.03.21.20040329	0.000299877
Clinical spectrum of the Middle East respiratory syndrome coronavirus (MERS-CoV)	10.1016/j.jiph.2016.04.008	0.000298743
nan	10.1080/07391102.2020.1767691	0.000297837
Clinical course of coronavirus disease 2019 in 11 patients after thoracic surgery and challenges in diagnosis	10.1016/j.jtcvs.2020.04.005	0.000297837
Epidemiological analysis of COVID-19 and practical experience from China	10.1002/jmv.25813	0.000297527
Emergence of a novel human coronavirus threatening human health	10.1038/s41591-020-0796-5	0.000296925
"Emerging infectious diseases: Focus on infection control issues for novel coronaviruses (Severe Acute Respiratory Syndrome-CoV and Middle East Respiratory Syndrome-CoV), hemorrhagic fever viruses (Lassa and Ebola), and highly pathogenic avian influenza viruses, A(H5N1) and A(H7N9)"	10.1016/j.ajic.2015.11.018	0.000294735
A COVID-19 Patient Who Underwent Endonasal Endoscopic Pituitary Adenoma Resection: A Case Report	10.1093/neuros/nyaa147	0.000294735
Middle East respiratory syndrome: obstacles and prospects for vaccine development	10.1586/14760584.2015.1036033	0.000292873
Journal Pre-proof Recent progress and challenges in drug development against COVID-19 coronavirus (SARS-CoV-2) -an update on the status Recent progress and challenges in drug development against COVID-19 Coronavirus (SARS-CoV-2) -an update on the status	10.1016/j.meegid.2020.104327	0.000291814
Reverse Logistics Network Design for Effective Management of Medical Waste in Epidemic Outbreaks: Insights from the Coronavirus Disease 2019 (COVID-19) Outbreak in Wuhan (China)	10.3390/ijerph17051770	0.000286923
nan	10.1101/2020.04.02.20046375	0.000286546
Journal Pre-proof Transmission of COVID-19 in the terminal stage of incubation period: a familial cluster Manuscript Title: Transmission of COVID-19 in the terminal stage of incubation period: a familial cluster	10.1016/j.ijid.2020.03.027	0.000286169
nan	10.3345/cep.2020.00493	0.000285428
Psychological Outcomes Associated with Stay-at-Home Orders and the Perceived Impact of COVID-19 on Daily Life	10.1016/j.psychres.2020.113098	0.000285428
Entry Screening for Infectious Diseases in Humans PERSPECTIVE Find emerging infectious disease information on	10.3201/eid2102.131610	0.000285428
Epidemiology and Immediate Indirect Effects of Respiratory Viruses in Lung Transplant Recipients: A 5-Year Prospective Study	10.1111/ajt.14042	0.000285428
nan	10.1016/j.geosus.2020.03.005	0.000281185
Development and Evaluation of an AI System for COVID-19 Diagnosis	10.1101/2020.03.20.20039834	0.000279223
Follow-up of asymptomatic patients with SARS-CoV-2 infection	10.1016/j.cmi.2020.03.024	0.000277871
"Journal Pre-proof Statistical Analysis of Forecasting COVID-19 for Upcoming Month in Pakistan Highlights • We investigate the Coronavirus (COVID-19) spread in Pakistan by Auto-Regressive Integrated Moving Average (ARIMA) Model. • We study and predict the future scenario of Confirmed Cases, Deaths and Recoveries for upcoming month in Pakistan • Graphical results are displayed to understand the forecasting scenario. 2 Statistical Analysis of Forecasting COVID-19 for Upcoming Month in Pakistan"	10.1016/j.chaos.2020.109926	0.000276302
Modeling and Forecasting Trend of COVID-19 Epidemic in Iran until Affiliation	10.1101/2020.03.17.20037671	0.000275516
